Condition,ICD10,ICD10QF,SMRType,FinancialYear,CA2011,CA2011QF,EASRStays,EASRPatients,EASRNewPatients,EASRNewPatientsQF,NumberOfStays,NumberOfStaysQF,NumberOfPatients,NumberOfPatientsQF,NumberOfNewPatients,NumberOfNewPatientsQF,AverageNumberOfStaysPerPatient
M&B - Acute Intoxication,F10.0,,Combined,2007/08,S12000040,,177.1,152.6,89.6,,297,,256,,149,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2007/08,S12000019,,91.5,85.5,53.2,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2007/08,S12000020,,148.2,137.2,96.6,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2007/08,S12000013,,122.2,118.7,72.5,,33,,32,,19,,1
M&B - Acute Intoxication,F10.0,,Combined,2007/08,S12000023,,319.1,308.3,181.7,,66,,64,,38,,1
M&B - Acute Intoxication,F10.0,,Combined,2007/08,S12000024,,143.4,129.3,75.1,,,c,,c,100,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2007/08,S12000038,,164.5,147.8,78.3,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2007/08,S12000011,,69.3,64.8,27.6,,61,,57,,26,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2007/08,S12000027,,262.6,250.3,168.6,,58,,55,,37,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2007/08,S12000030,,168.7,139.6,59.8,,,c,,c,,c,1.2
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000033,,185.9,164.6,86.7,,411,,367,,201,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000034,,72.7,69.1,46,,175,,166,,110,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000041,,106.2,97.6,62.6,,118,,108,,69,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000035,,249.6,221.7,109.7,,221,,197,,97,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000008,,277.5,243.4,125.8,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000021,,282.5,243.6,138,,386,,332,,190,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000028,,328.6,269.5,140.9,,,c,,c,,c,1.2
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000026,,200.7,176.9,116.7,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000005,,176.2,164.5,79.5,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000006,,92.5,84.2,52.6,,138,,125,,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000045,,70.1,64.2,43.1,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000039,,169.3,147.5,71.4,,150,,129,,61,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000042,,197.1,187.8,112.1,,272,,260,,,c,1
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000036,,108.8,94.8,49.5,,,c,,c,220,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000014,,137.7,121.4,57.9,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000015,,84.6,77,41.6,,301,,275,,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000046,,239.6,207.3,93.3,,1260,,1097,,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000017,,215.2,196.5,105.2,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000018,,385.1,340.1,160.2,,309,,274,,129,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000044,,203.3,173.6,86,,643,,545,,270,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000029,,167.5,145.7,76.1,,,c,,c,,c,1.2
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000010,,81.7,71.7,46,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000040,,165.6,148.4,79.7,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000019,,80.6,75.2,35.9,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000020,,129.3,126.1,89.7,,,c,,c,,c,1
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000013,,69,69,39.6,,,c,,c,,c,1
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000023,,312.3,280.6,168.3,,65,,58,,35,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000024,,144.9,133,75.8,,,c,,c,105,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000038,,168.9,150.2,83.7,,283,,251,,140,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000011,,80.7,69.5,34.3,,72,,61,,31,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000027,,290.8,260.5,138.8,,66,,59,,31,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2008/09,S12000030,,159.6,144.5,67.1,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000033,,147.6,136.9,69.9,,,c,,c,164,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000034,,72.2,68.4,44.9,,175,,166,,110,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000041,,88.4,85.8,60.4,,,c,,c,,c,1
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000035,,265.1,227.1,119.2,,229,,196,,102,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000008,,247.8,205.4,96,,305,,251,,120,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000021,,313.3,277.7,150.9,,417,,369,,201,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000028,,304.2,241.4,125.5,,334,,264,,137,,1.3
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000026,,161.6,151,90.8,,174,,163,,99,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000005,,128.3,106.4,57.1,,,c,,c,,c,1.2
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000006,,76.8,72.5,42,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000045,,69,56.9,32.6,,69,,58,,33,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000039,,144.8,134.6,76.3,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000042,,174.6,165.5,90.6,,243,,232,,,c,1
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000036,,87.9,77.6,35.8,,398,,356,,172,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000014,,148,123.4,63.2,,221,,184,,92,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000015,,100.7,91.7,49.7,,359,,327,,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000046,,223.4,199.5,87.3,,,c,,c,494,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000017,,178.3,156.2,77.3,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000018,,330.6,304.5,139.6,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000044,,163,145.6,75.7,,,c,,c,225,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000029,,125.9,110.5,60.9,,385,,339,,186,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000010,,56.9,53.5,32.3,,55,,51,,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000040,,147.4,120.7,56.9,,257,,209,,97,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000019,,90.9,83.2,48.5,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000020,,114.2,105.1,64.7,,,c,,c,62,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000013,,95.4,95.4,48.3,,,c,,c,,c,1
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000023,,296.5,279.2,147.4,,62,,58,,31,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000024,,126.6,112.1,61.3,,,c,,c,87,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000038,,168.9,153,73.1,,285,,259,,124,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000011,,77.8,73.9,48.3,,69,,65,,42,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000027,,167.2,163,132,,39,,38,,31,,1
M&B - Acute Intoxication,F10.0,,Combined,2009/10,S12000030,,187.2,161.8,71.1,,,c,,c,,c,1.2
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000033,,151.6,138.9,67.7,,,c,,c,165,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000034,,73.2,67.2,44,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000041,,120.5,108.6,63.9,,,c,,c,70,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000035,,232.6,207.5,121,,202,,181,,103,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000008,,288.6,240.2,136.8,,353,,291,,168,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000021,,307.7,269.3,150,,,c,,c,203,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000028,,288,251.9,132.3,,322,,281,,146,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000026,,165,155.7,94.1,,175,,165,,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000005,,103.5,95.6,35.5,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000006,,82.4,77.2,43.3,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000045,,69.9,66.1,33.9,,70,,66,,34,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000039,,165.6,155.7,72.2,,,c,,c,62,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000042,,215.9,201.4,102.8,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000036,,97.7,89.1,45.3,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000014,,97.3,88.1,42.7,,147,,133,,64,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000015,,75.2,68.7,35.7,,,c,,c,128,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000046,,285.1,245.5,107,,,c,,c,,c,1.2
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000017,,155.7,141.4,77.5,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000018,,327.5,290.1,154,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000044,,154,137,72.5,,502,,447,,237,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000029,,134.4,120.1,65.1,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000010,,67,61.3,35.6,,,c,,c,33,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000040,,163.9,142.6,77.2,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000019,,73.9,73.9,41.9,,,c,,c,,c,1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000020,,112.1,107.7,57.3,,103,,99,,52,,1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000013,,49.4,49.4,27.6,,,c,,c,,c,1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000023,,335.2,300,201.9,,69,,63,,43,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000024,,126.3,118.1,71.5,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000038,,202.1,172.3,78.2,,342,,291,,132,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000011,,60.9,60,32.9,,50,,49,,27,,1
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000027,,228.4,193,118.6,,53,,45,,28,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2010/11,S12000030,,106,94.9,53.8,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000033,,160.2,139.1,68.3,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000034,,67,64.5,42.1,,171,,165,,106,,1
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000041,,109.5,104.6,72.2,,,c,,c,,c,1
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000035,,260,203.2,84.5,,,c,,c,73,,1.3
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000008,,306.4,263.6,143.7,,,c,,c,,c,1.2
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000021,,383.5,322.8,168.4,,514,,435,,230,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000028,,328.2,268.4,123.8,,365,,297,,137,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000026,,203.3,182,101.9,,223,,200,,113,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000005,,146,133.9,88.5,,77,,70,,46,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000006,,114.6,106.7,56.7,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000045,,109.3,95.2,54.7,,103,,91,,52,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000039,,172.2,148.5,83.3,,,c,,c,,c,1.2
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000042,,191.2,180.4,101.6,,,c,,c,145,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000036,,108.6,96.8,46.9,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000014,,113.5,97.4,56.3,,,c,,c,,c,1.2
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000015,,138.4,125.4,66.5,,,c,,c,238,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000046,,454.5,379.2,175.8,,,c,,c,,c,1.2
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000017,,186.8,168.4,87.7,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000018,,438.4,367.6,177.1,,,c,,c,,c,1.2
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000044,,235.4,202.3,102.4,,751,,643,,327,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000029,,218.6,184.4,96.2,,,c,,c,,c,1.2
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000010,,65.2,60.6,29.3,,62,,58,,28,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000040,,176.7,149.4,80.3,,,c,,c,,c,1.2
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000019,,68.3,64.6,37.6,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000020,,187.7,166.8,95,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000013,,190.7,171.2,92.4,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000023,,328.6,279.5,213.7,,70,,59,,45,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000024,,128.5,112.5,62.5,,185,,161,,89,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000038,,225.2,191.7,90.1,,,c,,c,,c,1.2
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000011,,119.1,112.2,51,,,c,,c,44,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000027,,373.7,313.5,202.1,,86,,73,,47,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2011/12,S12000030,,115.9,105.2,52,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000033,,161.5,136.1,64.1,,367,,312,,156,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000034,,58.5,54.4,32.9,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000041,,109.8,103.7,72.6,,126,,119,,83,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000035,,170.2,148.8,77.1,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000008,,259,218.2,128.1,,317,,266,,157,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000021,,308.3,276.3,144.7,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000028,,273,227.1,119.5,,305,,250,,131,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000026,,151.3,138.9,96,,162,,149,,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000005,,147.6,122.3,72,,,c,,c,,c,1.3
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000006,,119.2,110.8,64.5,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000045,,102.2,90.1,48,,104,,92,,50,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000039,,160.6,149.2,83.5,,,c,,c,72,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000042,,168.1,155.1,84.1,,238,,219,,122,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000036,,117.6,105.1,54.9,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000014,,139.5,124.3,58,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000015,,178.9,155.5,89.2,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000046,,383.2,316,142.1,,,c,,c,,c,1.2
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000017,,170.3,154.3,88.4,,387,,350,,200,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000018,,308.5,280,156.4,,246,,223,,122,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000044,,213.7,178.3,90.3,,695,,576,,291,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000029,,159.1,138.9,76.6,,487,,424,,230,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000010,,80.7,76.3,46.7,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000040,,183.8,155.3,89.3,,,c,,c,,c,1.2
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000019,,119.3,106.1,60.1,,,c,,c,48,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000020,,191.8,167,88.3,,178,,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000013,,288.4,269.4,129.8,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000023,,353.9,311.7,170.8,,77,,68,,37,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000024,,108.9,101.7,60.9,,158,,147,,89,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000038,,215.9,183.7,102.1,,366,,314,,176,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000011,,102.8,92.4,49.3,,88,,79,,42,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000027,,330.2,272.9,175.8,,76,,63,,40,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2012/13,S12000030,,152.8,125.5,53.6,,134,,111,,50,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000033,,172.4,154.3,74.3,,384,,344,,170,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000034,,83.1,73.7,45,,209,,186,,114,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000041,,130.4,121.6,83.7,,,c,,c,92,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000035,,165.9,146.8,82.4,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000008,,182.8,167.6,94.1,,223,,204,,114,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000021,,274.7,244.8,134.5,,,c,,c,176,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000028,,241.1,205.5,103.3,,267,,227,,114,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000026,,175.7,156,95.5,,,c,,c,100,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000005,,178,148.5,79,,,c,,c,40,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000006,,132.1,123,65.7,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000045,,95.9,85.5,39.8,,101,,89,,43,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000039,,163.3,139.9,62.8,,,c,,c,,c,1.2
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000042,,209.7,191.8,100.9,,296,,274,,154,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000036,,135.9,117.6,65.8,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000014,,182.7,142.8,74.7,,,c,,c,,c,1.3
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000015,,199.6,173.3,93.7,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000046,,280.8,237.2,110.5,,,c,,c,,c,1.2
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000017,,175.1,162.1,79.9,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000018,,328.3,290.3,128.3,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000044,,187.1,158,74.7,,609,,516,,245,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000029,,166.8,142.4,74,,510,,436,,224,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000010,,71.1,70.4,43.1,,,c,,c,,c,1
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000040,,217.5,177.1,84.5,,,c,,c,149,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000019,,90.7,82.7,44.4,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000020,,162.9,141.3,86.6,,151,,131,,79,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000013,,288.1,274.4,153.1,,81,,77,,41,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000023,,319.2,294.4,187.6,,67,,62,,38,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000024,,77.5,70,41.4,,,c,,c,61,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000038,,201.8,170.7,82.7,,,c,,c,141,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000011,,84.6,81.1,50.4,,69,,66,,39,,1
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000027,,274.9,243.7,164.6,,64,,57,,38,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2013/14,S12000030,,150.8,137.6,64.1,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000033,,191.6,156.7,67.2,,430,,354,,163,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000034,,71.4,66.5,40.2,,186,,173,,103,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000041,,100.5,87.8,60,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000035,,233.3,195.8,98.6,,,c,,c,,c,1.2
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000008,,186.9,168.3,92.3,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000021,,217.3,197.5,99.8,,290,,263,,133,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000028,,215.6,195.5,89,,239,,216,,100,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000026,,109.5,105.8,70.5,,,c,,c,,c,1
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000005,,151.8,127.8,63.3,,81,,67,,33,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000006,,102.3,94.2,50.1,,155,,141,,74,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000045,,76.4,74.1,47.7,,84,,81,,53,,1
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000039,,147.5,130.1,61.7,,128,,113,,54,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000042,,187.6,173.9,98.3,,257,,239,,140,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000036,,111.1,97.5,47.9,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000014,,164.4,141.4,74.1,,,c,,c,,c,1.2
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000015,,177.7,157,88.4,,638,,566,,321,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000046,,226.6,200.6,93.4,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000017,,147.8,139.3,74.1,,,c,,c,,c,1.1
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000018,,378,323.8,146.7,,,c,,c,,c,1.2
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000044,,207.8,168.3,73.1,,676,,547,,236,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000029,,149.9,132.4,71.2,,467,,411,,221,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000010,,72.4,71.4,56,,69,,68,,53,,1
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000040,,217,186.9,87.1,,381,,327,,154,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000019,,126.9,104,56.1,,,c,,c,,c,1.2
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000020,,201.3,165.2,89.8,,188,,155,,83,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000013,,209.3,199.4,90.5,,,c,,c,25,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000023,,273,233.8,142,,57,,49,,30,,1.2
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000024,,122.8,109.8,54,,182,,162,,79,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000038,,188.2,151.6,77.6,,,c,,c,,c,1.2
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000011,,70,60.3,38.2,,63,,55,,34,,1.1
M&B - Acute Intoxication,F10.0,,Combined,2014/15,S12000027,,226.5,188.5,105.2,,53,,44,,25,,1.2
